"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YVWW2CYH","journalArticle","2022","Benisty, Hadas; Song, Alexander; Mishne, Gal; Charles, Adam S.","Review of data processing of functional optical microscopy for neuroscience","Neurophotonics","","2329-423X","10.1117/1.NPh.9.4.041402","https://www.spiedigitallibrary.org/journals/neurophotonics/volume-9/issue-04/041402/Review-of-data-processing-of-functional-optical-microscopy-for-neuroscience/10.1117/1.NPh.9.4.041402.full","Abstract. Functional optical imaging in neuroscience is rapidly growing with the development of optical systems and fluorescence indicators. To realize the potential of these massive spatiotemporal datasets for relating neuronal activity to behavior and stimuli and uncovering local circuits in the brain, accurate automated processing is increasingly essential. We cover recent computational developments in the full data processing pipeline of functional optical microscopy for neuroscience data and discuss ongoing and emerging challenges.","2022-08-04","2024-02-06 04:35:57","2024-02-06 04:35:57","2024-02-06 04:35:57","","","04","9","","Neurophoton.","","","","","","","","","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/I6FAV5BC/Benisty et al. - 2022 - Review of data processing of functional optical mi.pdf; ","https://www.semanticscholar.org/reader/68cd002afa12e91afdedd8216115812095f7560b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MA2GK3CY","journalArticle","2019","Walker, Edgar Y.; Sinz, Fabian H.; Cobos, Erick; Muhammad, Taliah; Froudarakis, Emmanouil; Fahey, Paul G.; Ecker, Alexander S.; Reimer, Jacob; Pitkow, Xaq; Tolias, Andreas S.","Inception loops discover what excites neurons most using deep predictive models","Nature Neuroscience","","1546-1726","10.1038/s41593-019-0517-x","https://www.nature.com/articles/s41593-019-0517-x","Finding sensory stimuli that drive neurons optimally is central to understanding information processing in the brain. However, optimizing sensory input is difficult due to the predominantly nonlinear nature of sensory processing and high dimensionality of the input. We developed ‘inception loops’, a closed-loop experimental paradigm combining in vivo recordings from thousands of neurons with in silico nonlinear response modeling. Our end-to-end trained, deep-learning-based model predicted thousands of neuronal responses to arbitrary, new natural input with high accuracy and was used to synthesize optimal stimuli—most exciting inputs (MEIs). For mouse primary visual cortex (V1), MEIs exhibited complex spatial features that occurred frequently in natural scenes but deviated strikingly from the common notion that Gabor-like stimuli are optimal for V1. When presented back to the same neurons in vivo, MEIs drove responses significantly better than control stimuli. Inception loops represent a widely applicable technique for dissecting the neural mechanisms of sensation.","2019-12","2024-02-06 18:31:51","2024-02-06 18:31:51","2024-02-06 18:31:51","2060-2065","","12","22","","Nat Neurosci","","","","","","","","en","2019 The Author(s), under exclusive licence to Springer Nature America, Inc.","","","","www.nature.com","","Number: 12 Publisher: Nature Publishing Group","","/Users/raymond/Zotero/storage/5NHHY8V9/Walker et al. - 2019 - Inception loops discover what excites neurons most.pdf","","","Neuroscience; Neural encoding; Network models; Striate cortex; Visual system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47JKMPX3","journalArticle","2023","Guo, Changliang; Blair, Garrett J.; Sehgal, Megha; Sangiuliano Jimka, Federico N.; Bellafard, Arash; Silva, Alcino J.; Golshani, Peyman; Basso, Michele A.; Blair, Hugh Tad; Aharoni, Daniel","Miniscope-LFOV: A large-field-of-view, single-cell-resolution, miniature microscope for wired and wire-free imaging of neural dynamics in freely behaving animals","Science Advances","","","10.1126/sciadv.adg3918","https://www.science.org/doi/10.1126/sciadv.adg3918","Imaging large-population, single-cell fluorescent dynamics in freely behaving animals larger than mice remains a key endeavor of neuroscience. We present a large-field-of-view open-source miniature microscope (MiniLFOV) designed for large-scale (3.6 mm × 2.7 mm), cellular resolution neural imaging in freely behaving rats. It has an electrically adjustable working distance of up to 3.5 mm ± 100 μm, incorporates an absolute head orientation sensor, and weighs only 13.9 g. The MiniLFOV is capable of both deep brain and cortical imaging and has been validated in freely behaving rats by simultaneously imaging >1000 GCaMP7s-expressing neurons in the hippocampal CA1 layer and in head-fixed mice by simultaneously imaging ~2000 neurons in the dorsal cortex through a cranial window. The MiniLFOV also supports optional wire-free operation using a novel, wire-free data acquisition expansion board. We expect that this new open-source implementation of the UCLA Miniscope platform will enable researchers to address novel hypotheses concerning brain function in freely behaving animals.","2023-04-21","2024-02-07 04:36:33","2024-02-07 04:36:33","2024-02-07 04:36:33","eadg3918","","16","9","","","Miniscope-LFOV","","","","","","","","","","","","science.org (Atypon)","","Publisher: American Association for the Advancement of Science","","/Users/raymond/Zotero/storage/JN2S2GDR/Guo et al. - 2023 - Miniscope-LFOV A large-field-of-view, single-cell.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4TVTHGGS","journalArticle","2016","Kim, Tony Hyun; Zhang, Yanping; Lecoq, Jérôme; Jung, Juergen C.; Li, Jane; Zeng, Hongkui; Niell, Cristopher M.; Schnitzer, Mark J.","Long-Term Optical Access to an Estimated One Million Neurons in the Live Mouse Cortex","Cell Reports","","2211-1247","10.1016/j.celrep.2016.12.004","https://www.sciencedirect.com/science/article/pii/S221112471631676X","A major technological goal in neuroscience is to enable the interrogation of individual cells across the live brain. By creating a curved glass replacement to the dorsal cranium and surgical methods for its installation, we developed a chronic mouse preparation providing optical access to an estimated 800,000–1,100,000 individual neurons across the dorsal surface of neocortex. Post-surgical histological studies revealed comparable glial activation as in control mice. In behaving mice expressing a Ca2+ indicator in cortical pyramidal neurons, we performed Ca2+ imaging across neocortex using an epi-fluorescence macroscope and estimated that 25,000–50,000 individual neurons were accessible per mouse across multiple focal planes. Two-photon microscopy revealed dendritic morphologies throughout neocortex, allowed time-lapse imaging of individual cells, and yielded estimates of >1 million accessible neurons per mouse by serial tiling. This approach supports a variety of optical techniques and enables studies of cells across >30 neocortical areas in behaving mice.","2016-12-20","2024-02-07 06:51:43","2024-02-07 06:51:43","2024-02-07 06:51:43","3385-3394","","12","17","","Cell Reports","","","","","","","","","","","","","ScienceDirect","","","","/Users/raymond/Zotero/storage/LCTXNCCK/Kim et al. - 2016 - Long-Term Optical Access to an Estimated One Milli.pdf; /Users/raymond/Zotero/storage/ZIZYDUWN/S221112471631676X.html","","","calcium imaging; brain imaging; two-photon microscopy; dendrites; dendritic spines; fluorescence imaging; mouse behavior; neocortex; neural ensembles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RRZ9KJKP","journalArticle","2023","Ding, Jimmy; Peng, Lucinda; Moon, Sihoon; Lee, Hyun Jee; Patel, Dhaval S.; Lu, Hang","An expanded GCaMP reporter toolkit for functional imaging in C. elegans","bioRxiv","","","10.1101/2023.03.06.531342","https://www.biorxiv.org/content/early/2023/03/08/2023.03.06.531342","In living organisms, changes in calcium flux are integral to many different cellular functions and are especially critical for the activity of neurons and myocytes. Genetically encoded calcium indicators (GECIs) have been popular tools for reporting changes in calcium levels in vivo. In particular, GCaMP, derived from GFP, are the most widely used GECIs and have become an invaluable toolkit for neurophysiological studies. Recently, new variants of GCaMP, which offer a greater variety of temporal dynamics and improved brightness, have been developed. However, these variants are not readily available to the Caenorhabditis elegans research community. This work reports a set of GCaMP6 and jGCaMP7 reporters optimized for C. elegans studies. Our toolkit provides reporters with improved dynamic range, varied kinetics, and targeted subcellular localizations. Besides optimized routine uses, this set of reporters are also well-suited for studies requiring fast imaging speeds and low magnification or low-cost platforms.","2023","2024-02-07 06:57:10","2024-02-07 06:57:10","","","","","","","","","","","","","","","","","","","","","","Publisher: Cold Spring Harbor Laboratory _eprint: https://www.biorxiv.org/content/early/2023/03/08/2023.03.06.531342.full.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQK43BNF","journalArticle","2023","Koh, Tze Hui; Bishop, William E.; Kawashima, Takashi; Jeon, Brian B.; Srinivasan, Ranjani; Mu, Yu; Wei, Ziqiang; Kuhlman, Sandra J.; Ahrens, Misha B.; Chase, Steven M.; Yu, Byron M.","Dimensionality reduction of calcium-imaged neuronal population activity","Nature Computational Science","","2662-8457","10.1038/s43588-022-00390-2","https://www.nature.com/articles/s43588-022-00390-2","Calcium imaging has been widely adopted for its ability to record from large neuronal populations. To summarize the time course of neural activity, dimensionality-reduction methods, which have been applied extensively to population spiking activity, may be particularly useful. However, it is unclear whether the dimensionality-reduction methods applied to spiking activity are appropriate for calcium imaging. We thus carried out a systematic study of design choices based on standard dimensionality-reduction methods. We have also developed a method to perform deconvolution and dimensionality reduction simultaneously (calcium imaging linear dynamical system, CILDS). CILDS most accurately recovered the single-trial, low-dimensional time courses from simulated calcium imaging data. CILDS also outperformed the other methods on calcium imaging recordings from larval zebrafish and mice. More broadly, this study represents a foundation for summarizing calcium-imaging recordings of large neuronal populations using dimensionality reduction in diverse experimental settings.","2023-01","2024-02-08 00:55:46","2024-02-08 00:55:46","2024-02-08 00:55:46","71-85","","1","3","","Nat Comput Sci","","","","","","","","en","2022 The Author(s), under exclusive licence to Springer Nature America, Inc.","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","/Users/raymond/Zotero/storage/VTT6MRNM/Koh et al. - 2023 - Dimensionality reduction of calcium-imaged neurona.pdf","","","Computational neuroscience; Dynamical systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKJA3EPN","journalArticle","2017","Sheintuch, Liron; Rubin, Alon; Brande-Eilat, Noa; Geva, Nitzan; Sadeh, Noa; Pinchasof, Or; Ziv, Yaniv","Tracking the Same Neurons across Multiple Days in Ca2+ Imaging Data","Cell Reports","","22111247","10.1016/j.celrep.2017.10.013","https://linkinghub.elsevier.com/retrieve/pii/S2211124717314304","","2017-10","2024-02-08 19:56:00","2024-02-08 19:56:00","2024-02-08 19:56:00","1102-1115","","4","21","","Cell Reports","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/raymond/Zotero/storage/8DHNDRVA/Sheintuch et al. - 2017 - Tracking the Same Neurons across Multiple Days in .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G63BQ3HI","journalArticle","2021","Deitch, Daniel; Rubin, Alon; Ziv, Yaniv","Representational drift in the mouse visual cortex","Current Biology","","0960-9822","10.1016/j.cub.2021.07.062","https://www.sciencedirect.com/science/article/pii/S0960982221010526","Recent studies have shown that neuronal representations gradually change over time despite no changes in the stimulus, environment, or behavior. However, such representational drift has been assumed to be a property of high-level brain structures, whereas earlier circuits, such as sensory cortices, have been assumed to stably encode information over time. Here, we analyzed large-scale optical and electrophysiological recordings from six visual cortical areas in behaving mice that were repeatedly presented with the same natural movies. Contrary to the prevailing notion, we found representational drift over timescales spanning minutes to days across multiple visual areas, cortical layers, and cell types. Notably, neural-code stability did not reflect the hierarchy of information flow across areas. Although individual neurons showed time-dependent changes in their coding properties, the structure of the relationships between population activity patterns remained stable and stereotypic. Such population-level organization may underlie stable visual perception despite continuous changes in neuronal responses.","2021-10-11","2024-02-09 01:23:31","2024-02-09 01:23:33","2024-02-09 01:23:31","4327-4339.e6","","19","31","","Current Biology","","","","","","","","","","","","","ScienceDirect","","","","/Users/raymond/Zotero/storage/NDUXPD64/S0960982221010526.html; /Users/raymond/Zotero/storage/CGIUJM7J/Deitch et al. - 2021 - Representational drift in the mouse visual cortex.pdf","","","calcium imaging; representational drift; visual cortex; manifold; neuropixels; tuning curve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DWC5AJC","journalArticle","2022","Sheintuch, Liron; Rubin, Alon; Ziv, Yaniv","Bias-free estimation of information content in temporally sparse neuronal activity","PLOS Computational Biology","","1553-7358","10.1371/journal.pcbi.1009832","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1009832","Applying information theoretic measures to neuronal activity data enables the quantification of neuronal encoding quality. However, when the sample size is limited, a naïve estimation of the information content typically contains a systematic overestimation (upward bias), which may lead to misinterpretation of coding characteristics. This bias is exacerbated in Ca2+ imaging because of the temporal sparsity of elevated Ca2+ signals. Here, we introduce methods to correct for the bias in the naïve estimation of information content from limited sample sizes and temporally sparse neuronal activity. We demonstrate the higher accuracy of our methods over previous ones, when applied to Ca2+ imaging data recorded from the mouse hippocampus and primary visual cortex, as well as to simulated data with matching tuning properties and firing statistics. Our bias-correction methods allowed an accurate estimation of the information place cells carry about the animal’s position (spatial information) and uncovered the spatial resolution of hippocampal coding. Furthermore, using our methods, we found that cells with higher peak firing rates carry higher spatial information per spike and exposed differences between distinct hippocampal subfields in the long-term evolution of the spatial code. These results could be masked by the bias when applying the commonly used naïve calculation of information content. Thus, a bias-free estimation of information content can uncover otherwise overlooked properties of the neural code.","2022-02-11","2024-02-09 01:23:50","2024-02-09 01:23:53","2024-02-09 01:23:50","e1009832","","2","18","","PLOS Computational Biology","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","/Users/raymond/Zotero/storage/46J5ZX5M/Sheintuch et al. - 2022 - Bias-free estimation of information content in tem.pdf","","","Animal behavior; Hippocampus; Imaging techniques; Mice; Neuroimaging; Neuronal tuning; Neurons; Simulation and modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BYSE5H98","journalArticle","2022","Rechavi, Yoav; Rubin, Alon; Yizhar, Ofer; Ziv, Yaniv","Exercise increases information content and affects long-term stability of hippocampal place codes","Cell Reports","","2211-1247","10.1016/j.celrep.2022.111695","https://www.sciencedirect.com/science/article/pii/S2211124722015698","Physical exercise is known to augment brain functioning, improving memory and cognition. However, while some of the physiological effects of physical activity on the brain are known, little is known about its effects on the neural code. Using calcium imaging in freely behaving mice, we study how voluntary exercise affects the quality and long-term stability of hippocampal place codes. We find that running accelerates the emergence of a more informative spatial code in novel environments and increases code stability over days and weeks. Paradoxically, although runners demonstrated an overall more stable place code than their sedentary peers, their place code changed faster when controlling for code quality level. A model-based simulation shows that the combination of improved code quality and faster representational drift in runners, but neither of these effects alone, could account for our results. Thus, exercise may enhance hippocampal function via a more informative and dynamic place code.","2022-11-22","2024-02-09 01:23:58","2024-02-09 01:23:58","2024-02-09 01:23:58","111695","","8","41","","Cell Reports","","","","","","","","","","","","","ScienceDirect","","","","/Users/raymond/Zotero/storage/NQ9NN59B/S2211124722015698.html","","","calcium imaging; hippocampus; memory; place cells; representational drift; neural coding; adult neurogenesis; physical activity; running","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JXCF93N6","journalArticle","2021","Chung, SueYeon; Abbott, L. F.","Neural population geometry: An approach for understanding biological and artificial neural networks","Current Opinion in Neurobiology","","0959-4388","10.1016/j.conb.2021.10.010","https://www.sciencedirect.com/science/article/pii/S0959438821001227","Advances in experimental neuroscience have transformed our ability to explore the structure and function of neural circuits. At the same time, advances in machine learning have unleashed the remarkable computational power of artificial neural networks (ANNs). While these two fields have different tools and applications, they present a similar challenge: namely, understanding how information is embedded and processed through high-dimensional representations to solve complex tasks. One approach to addressing this challenge is to utilize mathematical and computational tools to analyze the geometry of these high-dimensional representations, i.e., neural population geometry. We review examples of geometrical approaches providing insight into the function of biological and artificial neural networks: representation untangling in perception, a geometric theory of classification capacity, disentanglement, and abstraction in cognitive systems, topological representations underlying cognitive maps, dynamic untangling in motor systems, and a dynamical approach to cognition. Together, these findings illustrate an exciting trend at the intersection of machine learning, neuroscience, and geometry, in which neural population geometry provides a useful population-level mechanistic descriptor underlying task implementation. Importantly, geometric descriptions are applicable across sensory modalities, brain regions, network architectures, and timescales. Thus, neural population geometry has the potential to unify our understanding of structure and function in biological and artificial neural networks, bridging the gap between single neurons, population activities, and behavior.","2021-10-01","2024-02-22 00:45:21","2024-02-22 00:45:21","2024-02-22 00:45:21","137-144","","","70","","Current Opinion in Neurobiology","Neural population geometry","Computational Neuroscience","","","","","","","","","","","ScienceDirect","","","","/Users/raymond/Zotero/storage/RDTL4ZVD/Chung and Abbott - 2021 - Neural population geometry An approach for unders.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6GJHGM6X","journalArticle","2018","Chung, SueYeon; Lee, Daniel D.; Sompolinsky, Haim","Classification and Geometry of General Perceptual Manifolds","Physical Review X","","2160-3308","10.1103/PhysRevX.8.031003","https://link.aps.org/doi/10.1103/PhysRevX.8.031003","","2018-07-05","2024-02-22 00:46:20","2024-02-22 00:46:20","2024-02-22 00:46:20","031003","","3","8","","Phys. Rev. X","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/raymond/Zotero/storage/NHVA8SLM/Chung et al. - 2018 - Classification and Geometry of General Perceptual .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8RPJ56H6","journalArticle","2023","Levy, Eliott Robert Joseph; Carrillo-Segura, Simón; Park, Eun Hye; Redman, William Thomas; Hurtado, José Rafael; Chung, SueYeon; Fenton, André Antonio","A manifold neural population code for space in hippocampal coactivity dynamics independent of place fields","Cell Reports","","22111247","10.1016/j.celrep.2023.113142","https://linkinghub.elsevier.com/retrieve/pii/S2211124723011543","Hippocampus place cell discharge is temporally unreliable across seconds and days, and place ﬁelds are multimodal, suggesting an ‘‘ensemble coﬁring’’ spatial coding hypothesis with manifold dynamics that does not require reliable spatial tuning, in contrast to hypotheses based on place ﬁeld (spatial tuning) stability. We imaged mouse CA1 (cornu ammonis 1) ensembles in two environments across three weeks to evaluate these coding hypotheses. While place ﬁelds ‘‘remap,’’ being more distinct between than within environments, coactivity relationships generally change less. Decoding location and environment from 1-s ensemble location-speciﬁc activity is effective and improves with experience. Decoding environment from cell-pair coactivity relationships is also effective and improves with experience, even after removing place tuning. Discriminating environments from 1-s ensemble coactivity relies crucially on the cells with the most anticoactive cell-pair relationships because activity is internally organized on a low-dimensional manifold of non-linear coactivity relationships that intermittently reregisters to environments according to the anti-coﬁring subpopulation activity.","2023-10","2024-02-22 00:48:47","2024-02-22 00:48:47","2024-02-22 00:48:47","113142","","10","42","","Cell Reports","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/raymond/Zotero/storage/PJKSPXK5/Levy et al. - 2023 - A manifold neural population code for space in hip.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7DYMS6Q","journalArticle","2022","Márton, Christian David; Zhou, Siyan; Rajan, Kanaka","Linking task structure and neural network dynamics","Nature Neuroscience","","1097-6256, 1546-1726","10.1038/s41593-022-01090-w","https://www.nature.com/articles/s41593-022-01090-w","","2022-06","2024-02-22 00:54:47","2024-02-22 00:54:47","2024-02-22 00:54:47","679-681","","6","25","","Nat Neurosci","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/raymond/Zotero/storage/MW4PRED3/Márton et al. - 2022 - Linking task structure and neural network dynamics.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
